item_id,model_short_name,scorer,n_variants,answer_agreement,correct_agreement,quality_agreement,medical_relevance_var,shuffle_changed_answer
medqa:test:000272,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000272,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000278,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000278,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000285,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.0,False
medqa:test:000285,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000288,qwen7b,heuristic_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000288,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000289,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000289,qwen7b,medgemma_judge_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000296,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000296,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000304,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.2222222222222222,False
medqa:test:000304,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000307,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.6666666666666666,False
medqa:test:000307,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000308,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000308,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000313,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000313,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000314,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000314,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000319,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.2222222222222222,False
medqa:test:000319,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000321,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.22222222222222224,False
medqa:test:000321,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,False
medqa:test:000322,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000322,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000328,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000328,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000329,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000329,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000351,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.2222222222222222,False
medqa:test:000351,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000355,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.22222222222222224,True
medqa:test:000355,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000358,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000358,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000359,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000359,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000360,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000360,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000371,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,False
medqa:test:000371,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,False
medqa:test:000402,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000402,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000409,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000409,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000421,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000421,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000433,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000433,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000435,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000435,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000442,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000442,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000443,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.0,False
medqa:test:000443,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000446,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.2222222222222222,False
medqa:test:000446,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000455,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.22222222222222224,False
medqa:test:000455,qwen7b,medgemma_judge_v1,3,0.0,1.0,0.0,0.22222222222222224,False
medqa:test:000465,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.2222222222222222,False
medqa:test:000465,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,False
medqa:test:000477,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000477,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000480,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000480,qwen7b,medgemma_judge_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000483,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000483,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000498,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000498,qwen7b,medgemma_judge_v1,3,0.0,1.0,0.0,0.22222222222222224,True
medqa:test:000500,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.2222222222222222,False
medqa:test:000500,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000504,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000504,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000511,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000511,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000514,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.22222222222222224,True
medqa:test:000514,qwen7b,medgemma_judge_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000533,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000533,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000535,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.2222222222222222,False
medqa:test:000535,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000538,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000538,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000540,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000540,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000551,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000551,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000552,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000552,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000555,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.0,False
medqa:test:000555,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000560,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000560,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000563,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000563,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000567,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000567,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000571,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.0,False
medqa:test:000571,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000576,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.2222222222222222,False
medqa:test:000576,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000577,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000577,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000579,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000579,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000591,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000591,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000592,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000592,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000595,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000595,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000599,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000599,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000612,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000612,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000621,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000621,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000627,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000627,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000628,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000628,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000640,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000640,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000641,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000641,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000646,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000646,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000650,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000650,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000655,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000655,qwen7b,medgemma_judge_v1,3,0.0,1.0,0.0,0.22222222222222224,True
medqa:test:000666,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000666,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000682,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000682,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000689,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000689,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000698,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000698,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000709,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000709,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000723,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000723,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000726,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000726,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000748,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.22222222222222224,True
medqa:test:000748,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000751,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000751,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000757,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000757,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000758,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000758,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000793,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000793,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000804,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000804,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000810,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.6666666666666666,False
medqa:test:000810,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000811,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000811,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000825,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000825,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000837,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000837,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000840,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000840,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000843,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000843,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000844,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000844,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000848,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.6666666666666666,False
medqa:test:000848,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000850,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000850,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000852,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000852,qwen7b,medgemma_judge_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000869,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000869,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000872,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000872,qwen7b,medgemma_judge_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000876,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000876,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000879,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000879,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000880,qwen7b,heuristic_v1,3,0.0,1.0,1.0,0.0,True
medqa:test:000880,qwen7b,medgemma_judge_v1,3,0.0,1.0,0.0,0.22222222222222224,True
medqa:test:000881,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000881,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000901,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000901,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000916,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.6666666666666666,True
medqa:test:000916,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000924,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000924,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000931,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000931,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000934,qwen7b,heuristic_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000934,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000935,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.22222222222222224,True
medqa:test:000935,qwen7b,medgemma_judge_v1,3,0.0,0.0,0.0,0.22222222222222224,True
medqa:test:000936,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000936,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000941,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000941,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000942,qwen7b,heuristic_v1,3,0.0,0.0,1.0,0.22222222222222224,True
medqa:test:000942,qwen7b,medgemma_judge_v1,3,0.0,0.0,1.0,0.0,True
medqa:test:000949,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000949,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000951,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.22222222222222224,False
medqa:test:000951,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000955,qwen7b,heuristic_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000955,qwen7b,medgemma_judge_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000960,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
medqa:test:000960,qwen7b,medgemma_judge_v1,3,1.0,1.0,0.0,0.22222222222222224,False
medqa:test:000963,qwen7b,heuristic_v1,3,1.0,1.0,1.0,0.0,False
